Module,Customer,Style,Total SMV,Sewing SMV,SO#,LI,Sewing Stage,Colour,E,P,D/W,LC,Product Type,Buy Month,Season,Customer PO,Chassis ID,CWN,PO Type,Del. Date,Rev Del Date,Ord Qty,Planned Qty,Total Planned,Strip Planned,PSD,Prod Start Time,PED,Avg Per Day,FIH,1,9/4/23,9/5/23,9/6/23,9/7/23,9/8/23,9/9/23,9/10/23,9/11/23,9/12/23,9/13/23,9/14/23,9/15/23,9/16/23,9/17/23,9/18/23,9/19/23,9/20/23,9/21/23,9/22/23,9/23/23,9/24/23,9/25/23,9/26/23,9/27/23,9/28/23,9/29/23,9/30/23,10/1/23,10/2/23,10/3/23,10/4/23,10/5/23,10/6/23,10/7/23,10/8/23,10/9/23,10/10/23,10/11/23,10/12/23,10/13/23,10/14/23,10/15/23,10/16/23,10/17/23,10/18/23,10/19/23,10/20/23,10/21/23,10/22/23,10/23/23,10/24/23,10/25/23,10/26/23,10/27/23,10/28/23,10/29/23,10/30/23,10/31/23,11/1/23,11/2/23,11/3/23,11/4/23,11/5/23,11/6/23,11/7/23,11/8/23,11/9/23,11/10/23,11/11/23,11/12/23,11/13/23,11/14/23,11/15/23,11/16/23,11/17/23,11/18/23,11/19/23,11/20/23,11/21/23,11/22/23,11/23/23,11/24/23,11/25/23,11/26/23,11/27/23,11/28/23,11/29/23,11/30/23,12/1/23,12/2/23,12/3/23,12/4/23,12/5/23,12/6/23,12/7/23,12/8/23,12/9/23,12/10/23,12/11/23,12/12/23,12/13/23,12/14/23,12/15/23,12/16/23,12/17/23,12/18/23,12/19/23,12/20/23,12/21/23,12/22/23,12/23/23,12/24/23,12/25/23,12/26/23,12/27/23,12/28/23,12/29/23,12/30/23,12/31/23,SOLI
AL22,LACOSTE,TH7539,13.93,13.93,1001022390,10,Stitch,IXU,-,-,-,-,T-shirt,2023_7_1,AAF,7245381-8,BTCNATOSALOZ0PSH0V,IXU,X075,11/12/23,-,2044,2146,1554,1554,9/25/23,6:00 AM,9/27/23,518,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,678,678,199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022390::10
AL22,LACOSTE,TH7539,13.93,13.93,1001005602,10,Stitch,J2G,-,-,-,-,T-shirt,2023_6_1,AAF,WASH-TH7539,BTCNATOSALOZ0PSH0V,J2G,X010,11/12/23,-,6,6,6,6,9/27/23,11:01 AM,9/27/23,6,20230905,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005602::10
AL22,LACOSTE,TH7539,13.93,13.93,1001022410,10,Stitch,J2G,-,-,-,-,T-shirt,2023_7_1,AAF,7245386-3,BTCNATOSALOZ0PSH0V,J2G,X075,11/12/23,-,829,870,870,870,9/27/23,11:08 AM,10/2/23,435,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,473,-,-,-,-,397,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022410::10
AL22,LACOSTE,TH7539,13.93,13.93,1001022406,10,Stitch,J2G,-,-,-,-,T-shirt,2023_7_1,AAF,7245385-4,BTCNATOSALOZ0PSH0V,J2G,X077,11/12/23,-,374,393,393,393,10/2/23,3:30 PM,10/3/23,196,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,280,113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022406::10
AL22,LACOSTE,TH7539,13.93,13.93,1001022358,10,Stitch,J2G,-,-,-,-,T-shirt,2023_7_1,AAF,7245375-3,BTCNATOSALOZ0PSH0V,J2G,X075,11/12/23,-,172,181,181,181,10/3/23,8:40 AM,10/3/23,181,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022358::10
AL22,LACOSTE,TH7539,13.93,13.93,1001022354,10,Stitch,J2G,-,-,-,-,T-shirt,2023_7_1,AAF,7245374-3,BTCNATOSALOZ0PSH0V,J2G,X075,11/12/23,-,299,314,314,314,10/3/23,1:02 PM,10/3/23,314,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,314,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022354::10
AL22,LACOSTE,TH7539,13.93,13.93,1001022391,10,Stitch,J2G,-,-,-,-,T-shirt,2023_7_1,AAF,7245382-4,BTCNATOSALOZ0PSH0V,J2G,X075,11/12/23,-,1828,1919,1919,1919,10/3/23,8:45 PM,10/6/23,480,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,678,678,494,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022391::10
AL22,LACOSTE,TH7539,13.93,13.93,1001005375,10,Stitch,J2G,-,-,-,-,T-shirt,2023_6_1,AAF,7242010-7,BTCNATOSALOZ0PSH0V,J2G,X075,10/29/23,-,2176,2285,1,1,10/6/23,5:49 PM,10/6/23,1,20230901,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005375::10
AL22,LACOSTE,TH7539,13.93,13.93,1001005313,10,Stitch,1,-,-,-,-,T-shirt,2023_6_1,AAF,7241990-7,BTCNATOSALOZ0PSH0V,1,X075,11/19/23,-,298,313,313,313,10/6/23,5:51 PM,10/9/23,156,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,183,-,-,130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005313::10
AL22,LACOSTE,TH7539,13.93,13.93,1001005428,10,Stitch,1,-,-,-,-,T-shirt,2023_6_1,AAF,7242023-8,BTCNATOSALOZ0PSH0V,1,X075,11/19/23,-,2894,3039,1204,1204,10/9/23,9:02 AM,10/10/23,602,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,547,657,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005428::10
Daily Prod,AL22,-,14.19,14.19,,,,,,,,,,,,,,,,,-,,,,8044,9/20/23,0.25,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205,528,551,5,-,678,678,678,-,-,-,-,677,678,678,678,678,-,-,678,657,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Efficiency,AL22,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,0.4,0.42,-,-,0.52,0.52,0.52,-,-,-,-,0.52,0.52,0.52,0.52,0.52,-,-,0.52,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
AL23,Patagonia,23565,14.92,14.92,1000987951,20,Stitch,PUM,-,-,-,-,T-shirt Baselayer,2023_4_1,AAT,455255,BTCN0TFSRLSZ0PFH0V,PUM,X014,9/30/23,-,1201,1237,611,611,9/18/23,6:00 AM,9/18/23,611,20230819,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,611,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000987951::20
AL23,Patagonia,23565,14.92,14.92,1001001934,20,Stitch,STLE,-,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456490,BTCN0TFSRLSZ0PFH0V,STLE,X014,10/31/23,-,2000,2060,3,3,9/20/23,9:29 PM,9/20/23,3,20230908,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001934::20
AL23,Patagonia,23565,14.92,14.92,1001001934,10,Stitch,MANR,-,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456490,BTCN0TFSRLSZ0PFH0V,MANR,X014,10/31/23,-,1100,1133,144,144,9/21/23,5:16 PM,9/21/23,144,20230908,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001934::10
AL23,LACOSTE,PF7453,20.59,20.59,1001005398,10,Stitch,IVP,-,-,-,-,T-shirt,2023_6_1,AAF,7242014-5,PTFN4TOSNKCQOZ0PSH0V,IVP,X077,11/5/23,-,80,84,84,84,9/22/23,4:23 PM,9/22/23,84,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005398::10
AL23,LACOSTE,PF7453,20.59,20.59,1001005230,10,Stitch,IVP,-,-,-,-,T-shirt,2023_6_1,AAF,7241967-7,PTFN4TOSNKCQOZ0PSH0V,IVP,X077,11/5/23,-,34,36,36,36,9/22/23,6:01 PM,9/22/23,36,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005230::10
AL23,LACOSTE,PF7453,20.59,20.59,1001005265,10,Stitch,IVP,-,-,-,-,T-shirt,2023_6_1,AAF,7241978-7,PTFN4TOSNKCQOZ0PSH0V,IVP,X077,11/5/23,-,12,13,13,13,9/22/23,6:44 PM,9/22/23,13,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005265::10
AL23,LACOSTE,PF7453,20.59,20.59,1001005208,10,Stitch,IVP,-,-,-,-,T-shirt,2023_6_1,AAF,7241962-2,PTFN4TOSNKCQOZ0PSH0V,IVP,X075,11/5/23,-,295,310,310,310,9/22/23,7:28 PM,9/25/23,155,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142,-,-,168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005208::10
AL23,LACOSTE,PF7453,20.59,20.59,1001005303,10,Stitch,IVP,-,-,-,-,T-shirt,2023_6_1,AAF,7241987-5,PTFN4TOSNKCQOZ0PSH0V,IVP,X077,11/5/23,-,72,76,76,76,9/25/23,9:04 AM,9/25/23,76,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005303::10
AL23,LACOSTE,PF7453,20.59,20.59,1001005246,10,Stitch,IVP,-,-,-,-,T-shirt,2023_6_1,AAF,7241972-9,PTFN4TOSNKCQOZ0PSH0V,IVP,X075,11/5/23,-,200,210,210,210,9/25/23,10:21 AM,9/25/23,210,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005246::10
AL23,LACOSTE,PF7453,20.59,20.59,1001005591,20,Stitch,IVP,-,-,-,-,T-shirt,2023_6_1,AAF,WASH-PF7453,PTFN4TOSNKCQOZ0PSH0V,IVP,X010,11/5/23,-,6,6,6,6,9/25/23,2:37 PM,9/25/23,6,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005591::20
AL23,LACOSTE,PF7453,20.59,20.59,1001022417,10,Stitch,IVP,-,-,-,-,T-shirt,2023_7_1,AAF,7245387-1,PTFN4TOSNKCQOZ0PSH0V,IVP,X077,11/5/23,-,8,8,8,8,9/25/23,2:44 PM,9/25/23,8,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022417::10
AL23,LACOSTE,PF7453,20.59,20.59,1001022379,10,Stitch,IVP,-,-,-,-,T-shirt,2023_7_1,AAF,7245378-1,PTFN4TOSNKCQOZ0PSH0V,IVP,X075,11/5/23,-,48,50,50,50,9/25/23,2:52 PM,9/25/23,50,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022379::10
AL23,LACOSTE,PF7453,20.59,20.59,1001022381,10,Stitch,IVP,-,-,-,-,T-shirt,2023_7_1,AAF,7245379-2,PTFN4TOSNKCQOZ0PSH0V,IVP,X075,11/5/23,-,15,16,16,16,9/25/23,4:04 PM,9/25/23,16,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022381::10
AL23,LACOSTE,PF7453,20.59,20.59,1001022395,10,Stitch,IVP,-,-,-,-,T-shirt,2023_7_1,AAF,7245383-1,PTFN4TOSNKCQOZ0PSH0V,IVP,X075,11/5/23,-,130,137,137,137,9/25/23,4:22 PM,9/25/23,137,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022395::10
AL23,LACOSTE,PF7453,20.59,20.59,1001022382,10,Stitch,IVP,-,-,-,-,T-shirt,2023_7_1,AAF,7245380-1,PTFN4TOSNKCQOZ0PSH0V,IVP,X075,11/5/23,-,299,314,314,314,9/25/23,7:28 PM,9/26/23,157,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147,167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022382::10
AL23,LACOSTE,PF7453,20.59,20.59,1001005338,10,Stitch,IVP,-,-,-,-,T-shirt,2023_6_1,AAF,7241998-12,PTFN4TOSNKCQOZ0PSH0V,IVP,X075,11/5/23,-,456,479,479,479,9/26/23,9:08 AM,9/26/23,479,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,479,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005338::10
AL23,LACOSTE,PF0051,20.81,20.81,1001005588,20,Stitch,IVP,-,-,-,-,T-shirt,2023_6_1,AAF,WASH-PF0051,PTFN4TOSNKCQOZ0PSH0V,IVP,X010,10/16/23,-,6,6,6,6,9/27/23,6:00 AM,9/27/23,6,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005588::20
AL23,LACOSTE,PF0051,20.81,20.81,1001005164,10,Stitch,IVP,-,-,-,-,T-shirt,2023_6_1,AAF,7240806-1,PTFN4TOSNKCQOZ0PSH0V,IVP,X071,10/15/23,-,140,147,147,147,9/27/23,6:15 AM,9/27/23,147,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005164::10
AL23,LACOSTE,PF0051,20.81,20.81,1001005588,10,Stitch,IKL,-,-,-,-,T-shirt,2023_6_1,AAF,WASH-PF0051,PTFN4TOSNKCQOZ0PSH0V,IKL,X010,10/16/23,-,6,6,6,6,9/27/23,3:21 PM,9/27/23,6,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005588::10
AL23,LACOSTE,PF0051,20.81,20.81,1001005649,10,Stitch,IKL,-,-,-,-,T-shirt,2023_6_1,AAF,7240763-1,PTFN4TOSNKCQOZ0PSH0V,IKL,X071,10/15/23,-,72,76,76,76,9/27/23,3:41 PM,9/27/23,76,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005649::10
AL23,LACOSTE,PF0051,20.81,20.81,1001005588,30,Stitch,D1R,-,-,-,-,T-shirt,2023_6_1,AAF,WASH-PF0051,PTFN4TOSNKCQOZ0PSH0V,D1R,X010,10/16/23,-,6,6,6,6,9/27/23,8:37 PM,9/27/23,6,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005588::30
AL23,LACOSTE,PF0051,20.81,20.81,1001005169,10,Stitch,D1R,-,-,-,-,T-shirt,2023_6_1,AAF,7240824-1,PTFN4TOSNKCQOZ0PSH0V,D1R,X071,10/15/23,-,72,76,76,76,9/27/23,8:57 PM,10/2/23,38,20230913,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005169::10
