FACTORY,EffectiveDate,TEAM,STYLE,DefectName,Intensity,Quantity
CMCD,2023-04-01 00:00,T16,11 MnST33 2089F3-AU23,501 - OPEN SEAM,Critical,1
CMCD,2023-04-01 00:00,SERIYUNKA4,11 LINUL6 6898048G2-AW22,509.2 - FLIPPING UP,Major,1
CMCD,2023-04-01 00:00,T01,11 MnST33 8000E3-SU23,414 - SHADING WITHIN PRODUCT OUTSIDE SPECIFICATION,Major,1
CMCD,2023-04-01 00:00,T16,11 MnST33 2089F3-AU23,502 - SEAMS TENSION INCORRECT (PUCKERED / GRINNING / ROPING),Major,3
CMCD,2023-04-01 00:00,T16,11 MnST33 2089F3-AU23,599.12 - MEASUREMENT OUT,Major,3
CMCD,2023-04-01 00:00,SERIYUNKA3,11 LINUL6 7188110G2-AW22,302.2 - STAINED (DIRTY MARKS),Minor,2
CMCD,2023-04-01 00:00,SERIYUNKA3,11 LINUL6 7188110G2-AW22,599.21 - HIGH LOW,Minor,1
CMCD,2023-04-01 00:00,T01,11 MnST33 8000E3-SU23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCD,2023-04-01 00:00,T01,11 MnST33 8000E3-SU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCD,2023-04-01 00:00,T02,11 OYSUL4 0105-2D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-04-01 00:00,T02,11 OYSUL4 0105-2D3-SS23,599.3 - RAW EDGE,Minor,1
CMCD,2023-04-01 00:00,T03,11 MnST52 8520BE3-SU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-04-01 00:00,T04,11 LINUL6 8381405D3-SS23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,2
CMCD,2023-04-01 00:00,T07,11 MnST52 8969E3-SU23,599.22 - NUMBERING STICKERS,Minor,1
CMCD,2023-04-01 00:00,T10,11 MnST33 2089F3-AU23,599.21 - HIGH LOW,Minor,1
CMCD,2023-04-01 00:00,T11,11 MnST33 2089F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-04-01 00:00,T11,11 MnST33 2089F3-AU23,599.23 - LOOSE THREAD,Minor,1
CMCD,2023-04-01 00:00,T12,11 OYSUL4 0105-2D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-01 00:00,TEAM 12,11 DEC1SK 117080SD3-SS23,599.1 - MISSING OPERATION,Critical,1
CMCG,2023-04-01 00:00,TEAM 01,11 DEC1SK 340154D3-SS23,508.3 - ROPING,Major,1
CMCG,2023-04-01 00:00,TEAM 01,11 DEC1SK 340154D3-SS23,599.12 - MEASUREMENT OUT,Major,1
CMCG,2023-04-01 00:00,TEAM 05,11 MnST57 8576F3-AU23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-04-01 00:00,TEAM 08,11 MnST57 4072F3-AU23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMCG,2023-04-01 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,508 - UNEVEN HEMS,Major,1
CMCG,2023-04-01 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-04-01 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,599.21 - HIGH LOW,Major,1
CMCG,2023-04-01 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,599.3 - RAW EDGE,Major,1
CMCG,2023-04-01 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,"M+ - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO BIG",Major,1
CMCG,2023-04-01 00:00,TEAM 12,11 DEC1SK 117080SD3-SS23,505 - POOR TRIMMING,Major,3
CMCG,2023-04-01 00:00,TEAM 12,11 DEC1SK 117080SD3-SS23,507.1 - PLEATS,Major,1
CMCG,2023-04-01 00:00,TEAM 12,11 DEC1SK 117080SD3-SS23,508.2 - UNEVEN JOINTS,Major,5
CMCG,2023-04-01 00:00,TEAM 16,11 MnST52 8984LF3-AU23,508.3 - ROPING,Major,1
CMCG,2023-04-01 00:00,TEAM 25,11 DEC1SK 117080SD3-SS23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-04-01 00:00,SERIYUNKA1,11 MnST52 7930LF3-AU23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-01 00:00,TEAM 01,11 DEC1SK 340154D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMCG,2023-04-01 00:00,TEAM 02,11 DEC1SK 333399D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-04-01 00:00,TEAM 02,11 DEC1SK 333399D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-01 00:00,TEAM 03,11 MnST57 4072F3-AU23,599.15 - GATHERING,Minor,1
CMCG,2023-04-01 00:00,TEAM 03,11 MnST57 4072F3-AU23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-01 00:00,TEAM 04,11 NEXSK1 OH0169BG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-01 00:00,TEAM 04,11 NEXSK1 OH0169BG3-AW23,599.21 - HIGH LOW,Minor,1
CMCG,2023-04-01 00:00,TEAM 05,11 MnST57 8576F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-01 00:00,TEAM 05,11 MnST57 8576F3-AU23,599.21 - HIGH LOW,Minor,2
CMCG,2023-04-01 00:00,TEAM 05,11 MnST57 8576F3-AU23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-01 00:00,TEAM 06,11 NEXSK1 OH0169CG3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-01 00:00,TEAM 06,11 NEXSK1 OH0169CG3-AW23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-04-01 00:00,TEAM 08,11 MnST57 4072E3-SU23,599.15 - GATHERING,Minor,1
CMCG,2023-04-01 00:00,TEAM 08,11 MnST57 4072F3-AU23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-04-01 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,302.1 - SOILED,Minor,1
CMCG,2023-04-01 00:00,TEAM 11,11 DEC1SK 333399D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMCG,2023-04-01 00:00,TEAM 11,11 DEC1SK 333399D3-SS23,599.22 - NUMBERING STICKERS,Minor,2
CMCG,2023-04-01 00:00,TEAM 12,11 DEC1SK 117080SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-04-01 00:00,TEAM 14,11 DEC1SK 110426D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-01 00:00,TEAM 14,11 DEC1SK 110426D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-01 00:00,TEAM 15,11 NEXLK1 SH31WE3-SU23,302.1 - SOILED,Minor,1
CMCG,2023-04-01 00:00,TEAM 15,11 NEXLK1 SH31WE3-SU23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCG,2023-04-01 00:00,TEAM 15,11 NEXLK1 SH31WE3-SU23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-04-01 00:00,TEAM 16,11 MnST52 8984LF3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-01 00:00,TEAM 16,11 MnST52 8984LF3-AU23,599.21 - HIGH LOW,Minor,2
CMCG,2023-04-01 00:00,TEAM 18,11 DEC1SK 110425D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-01 00:00,TEAM 18,11 DEC1SK 110425D3-SS23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-04-01 00:00,TEAM 19,11 DEC1SK 340154D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-01 00:00,TEAM 23,11 DEC1SK 117080SD3-SS23,599.21 - HIGH LOW,Minor,1
CMCG,2023-04-01 00:00,TEAM 24,11 MnST52 8896BF3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMGM,2023-04-01 00:00,TEAM 02,11 DEC1SK 345933SD3-SS23,302.2 - STAINED (DIRTY MARKS),Major,1
CMGM,2023-04-01 00:00,TEAM 02,11 DEC1SK 345933SD3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMGM,2023-04-01 00:00,TEAM 02,11 DEC1SK 345933SD3-SS23,599.5 - SLIP STITCH,Major,2
CMGM,2023-04-01 00:00,TEAM 03,11 DEC1SK 306388D3-SS23,501.4 - BROKEN STITCH,Major,1
CMGM,2023-04-01 00:00,TEAM 04,11 DEC1SK 340976D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMGM,2023-04-01 00:00,TEAM 05,11 DEC1SK 324633D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMGM,2023-04-01 00:00,TEAM 05,11 DEC1SK 324633D3-SS23,507.1 - PLEATS,Major,1
CMGM,2023-04-01 00:00,TEAM 06,11 DEC1SK 341934SD3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,2
CMGM,2023-04-01 00:00,TEAM 06,11 DEC1SK 341934SD3-SS23,501.4 - BROKEN STITCH,Major,1
CMGM,2023-04-01 00:00,TEAM 07,11 DEC1SK 335516D3-SS23,507.1 - PLEATS,Major,3
CMGM,2023-04-01 00:00,TEAM 08,11 DEC1SK 345933SD3-SS23,599.11 - SHAPE OUT,Major,2
CMGM,2023-04-01 00:00,TEAM 09,11 DEC1SK 326349SD3-SS23,507.1 - PLEATS,Major,1
CMGM,2023-04-01 00:00,TEAM 10,11 DEC1SK 323807D3-SS23,501.4 - BROKEN STITCH,Major,1
CMGM,2023-04-01 00:00,TEAM 10,11 DEC1SK 323807D3-SS23,599.14 - WAVINESS,Major,1
CMGM,2023-04-01 00:00,TEAM 02,11 DEC1SK 345933SD3-SS23,599.22 - NUMBERING STICKERS,Minor,3
CMGM,2023-04-01 00:00,TEAM 05,11 DEC1SK 324633D3-SS23,599.23 - LOOSE THREAD,Minor,1
CMGM,2023-04-01 00:00,TEAM 08,11 DEC1SK 345933SD3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,2
CMGM,2023-04-01 00:00,TEAM 10,11 DEC1SK 323807D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMGM,2023-04-01 00:00,TEAM 11,11 DEC1SK 123392SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMGM,2023-04-01 00:00,TEAM 11,11 DEC1SK 123392SD3-SS23,599.22 - NUMBERING STICKERS,Minor,2
CMGM,2023-04-01 00:00,TEAM 12,11 DEC1SK 306417D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,5
CMGM,2023-04-01 00:00,TEAM 12,11 DEC1SK 306417D3-SS23,599.22 - NUMBERING STICKERS,Minor,2
CMPK,2023-04-01 00:00,T02,11 LINUL6 7961183D3-SS23,199 - LABELLING - MISCELLANEOUS,Critical,1
CMPK,2023-04-01 00:00,T02,11 LINUL6 7961183D3-SS23,199.1 - LABEL DAMAGE,Critical,1
CMPK,2023-04-01 00:00,T05,11 DEC1SK 122641D3-SS23,599.1 - MISSING OPERATION,Critical,1
CMPK,2023-04-01 00:00,T07,11 DEC1SK 330190SG2-AW22,"M- - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO SMALL",Critical,6
CMPK,2023-04-01 00:00,T12,11 LINUL6 8381646D3-SS23,501 - OPEN SEAM,Critical,1
CMPK,2023-04-01 00:00,T14,11 LINUL6 7961183D3-SS23,599.1 - MISSING OPERATION,Critical,2
CMPK,2023-04-01 00:00,T02,11 LINUL6 7961183D3-SS23,501.4 - BROKEN STITCH,Major,1
CMPK,2023-04-01 00:00,T02,11 LINUL6 7961183D3-SS23,507.1 - PLEATS,Major,1
CMPK,2023-04-01 00:00,T02,11 LINUL6 7961183D3-SS23,599.21 - HIGH LOW,Major,3
CMPK,2023-04-01 00:00,T04,11 LINUL6 8381646D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMPK,2023-04-01 00:00,T05,11 DEC1SK 122641D3-SS23,503 - SEAM POSITION INCORRECT,Major,2
CMPK,2023-04-01 00:00,T05,11 DEC1SK 122641D3-SS23,508.3 - ROPING,Major,6
CMPK,2023-04-01 00:00,T05,11 DEC1SK 122641D3-SS23,599.2 - PUCKERING,Major,1
CMPK,2023-04-01 00:00,T06,11 DEC1SK 127890SD3-SS23,401.1 - CUT DAMAGE,Major,1
CMPK,2023-04-01 00:00,T06,11 DEC1SK 127890SD3-SS23,508 - UNEVEN HEMS,Major,1
CMPK,2023-04-01 00:00,T07,11 DEC1SK 330190SG2-AW22,401 - FABRIC DAMAGE,Major,2
CMPK,2023-04-01 00:00,T07,11 DEC1SK 330190SG2-AW22,501.4 - BROKEN STITCH,Major,2
CMPK,2023-04-01 00:00,T07,11 DEC1SK 330190SG2-AW22,599.5 - SLIP STITCH,Major,2
CMPK,2023-04-01 00:00,T08,11 DEC1SK 335010SD3-SS23,503.1 - TWISTING,Major,1
CMPK,2023-04-01 00:00,T10,11 DEC1SK 304519D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMPK,2023-04-01 00:00,T10,11 DEC1SK 304519D3-SS23,599.22 - NUMBERING STICKERS,Major,5
CMPK,2023-04-01 00:00,T11,11 DEC1SK 340203D3-SS23,503 - SEAM POSITION INCORRECT,Major,2
CMPK,2023-04-01 00:00,T11,11 DEC1SK 340203D3-SS23,509.1 - UNEVEN,Major,4
CMPK,2023-04-01 00:00,T12,11 LINUL6 8381646D3-SS23,509.1 - UNEVEN,Major,2
CMPK,2023-04-01 00:00,T12,11 LINUL6 8381646D3-SS23,599.2 - PUCKERING,Major,5
CMPK,2023-04-01 00:00,T14,11 LINUL6 7961183D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,9
CMPK,2023-04-01 00:00,T14,11 LINUL6 7961183D3-SS23,501.4 - BROKEN STITCH,Major,2
CMPK,2023-04-01 00:00,T14,11 LINUL6 7961183D3-SS23,503.1 - TWISTING,Major,2
CMPK,2023-04-01 00:00,T14,11 LINUL6 7961183D3-SS23,505 - POOR TRIMMING,Major,2
CMPK,2023-04-01 00:00,T14,11 LINUL6 7961183D3-SS23,507.1 - PLEATS,Major,2
CMPK,2023-04-01 00:00,T14,11 LINUL6 7961183D3-SS23,599.11 - SHAPE OUT,Major,5
CMPK,2023-04-01 00:00,T14,11 LINUL6 7961183D3-SS23,599.2 - PUCKERING,Major,1
CMPK,2023-04-01 00:00,T01,11 LINUL6 7960499D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Minor,1
CMPK,2023-04-01 00:00,T02,11 LINUL6 7961183D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMPK,2023-04-01 00:00,T02,11 LINUL6 7961183D3-SS23,599.21 - HIGH LOW,Minor,4
CMPK,2023-04-01 00:00,T02,11 LINUL6 7961183D3-SS23,599.23 - LOOSE THREAD,Minor,1
CMPK,2023-04-01 00:00,T03,11 DEC1SK 340809D3-SS23,599.15 - GATHERING,Minor,4
CMPK,2023-04-01 00:00,T05,11 DEC1SK 122641D3-SS23,599.21 - HIGH LOW,Minor,1
CMPK,2023-04-01 00:00,T06,11 DEC1SK 127890SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMPK,2023-04-01 00:00,T07,11 DEC1SK 330190SG2-AW22,599.22 - NUMBERING STICKERS,Minor,1
CMPK,2023-04-01 00:00,T08,11 DEC1SK 335010SD3-SS23,505 - POOR TRIMMING,Minor,3
CMPK,2023-04-01 00:00,T14,11 LINUL6 7961183D3-SS23,599.21 - HIGH LOW,Minor,1
CMCD,2023-04-03 00:00,T12,11 OYSUL4 0105-2D3-SS23,401.1 - CUT DAMAGE,Critical,1
CMCD,2023-04-03 00:00,T12,11 OYSUL4 0105-2D3-SS23,501.1 - NON-INCLUSION,Critical,1
CMCD,2023-04-03 00:00,T13,11 MnST33 8000E3-SU23,604 - NON-OPERATIONAL FASTENING,Critical,1
CMCD,2023-04-03 00:00,T16,11 MnST33 2089F3-AU23,401.1 - CUT DAMAGE,Critical,6
CMCD,2023-04-03 00:00,T16,11 MnST33 2089F3-AU23,501 - OPEN SEAM,Critical,2
CMCD,2023-04-03 00:00,T07,11 MnST52 8969E3-SU23,302 - SOILED / STAINED,Major,2
CMCD,2023-04-03 00:00,T07,11 MnST52 8969E3-SU23,415 - SHADING BETWEEN PRODUCTS OUTSIDE SPECIFICATION,Major,1
CMCD,2023-04-03 00:00,T07,11 MnST52 8969E3-SU23,599.19 - VISIBLE RUBBER,Major,1
CMCD,2023-04-03 00:00,T10,11 MnST33 2089F3-AU23,599.3 - RAW EDGE,Major,1
CMCD,2023-04-03 00:00,T11,11 MnST33 2089F3-AU23,501.4 - BROKEN STITCH,Major,6
CMCD,2023-04-03 00:00,T16,11 MnST33 2089F3-AU23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Major,4
CMCD,2023-04-03 00:00,SERIYUNKA3,11 GEOUL2 GEO3549F3-AU23,599.21 - HIGH LOW,Minor,1
CMCD,2023-04-03 00:00,SERIYUNKA4,11 GEOUL2 GEO3549F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-04-03 00:00,SERIYUNKA4,11 GEOUL2 GEO3549F3-AU23,599.21 - HIGH LOW,Minor,1
CMCD,2023-04-03 00:00,T01,11 MnST33 8000E3-SU23,302.2 - STAINED (DIRTY MARKS),Minor,2
CMCD,2023-04-03 00:00,T01,11 MnST33 8000E3-SU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCD,2023-04-03 00:00,T01,11 MnST33 8000E3-SU23,599.3 - RAW EDGE,Minor,1
CMCD,2023-04-03 00:00,T02,11 OYSUL4 0105-2D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCD,2023-04-03 00:00,T02,11 OYSUL4 0105-2D3-SS23,599.3 - RAW EDGE,Minor,2
CMCD,2023-04-03 00:00,T03,11 MnST52 8520BE3-SU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-04-03 00:00,T04,11 LINUL6 8381405D3-SS23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,3
CMCD,2023-04-03 00:00,T06,11 OYSUL4 0105-2D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-04-03 00:00,T07,11 MnST52 8969E3-SU23,302 - SOILED / STAINED,Minor,3
CMCD,2023-04-03 00:00,T07,11 MnST52 8969E3-SU23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCD,2023-04-03 00:00,T08,11 MnST52 8520BE3-SU23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,2
CMCD,2023-04-03 00:00,T10,11 MnST33 2089F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMCD,2023-04-03 00:00,T10,11 MnST33 2089F3-AU23,599.21 - HIGH LOW,Minor,1
CMCD,2023-04-03 00:00,T11,11 MnST33 2089F3-AU23,599.21 - HIGH LOW,Minor,1
CMCD,2023-04-03 00:00,T12,11 OYSUL4 0105-2D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,2
CMCD,2023-04-03 00:00,T12,11 OYSUL4 0105-2D3-SS23,599.21 - HIGH LOW,Minor,1
CMCD,2023-04-03 00:00,T13,11 MnST33 8000E3-SU23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCD,2023-04-03 00:00,T13,11 MnST33 8000E3-SU23,599.3 - RAW EDGE,Minor,1
CMCD,2023-04-03 00:00,T14,11 LINUL6 7084276G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-04-03 00:00,T14,11 LINUL6 7084276G3-AW23,599.8 - BAR TACK DAMAGE,Minor,1
CMCD,2023-04-03 00:00,T15,11 OYSUL4 0105-2D3-SS23,599.21 - HIGH LOW,Minor,1
CMCG,2023-04-03 00:00,TEAM 11,11 DEC1SK 333399D3-SS23,501 - OPEN SEAM,Critical,3
CMCG,2023-04-03 00:00,TEAM 01,11 DEC1SK 340154D3-SS23,508.2 - UNEVEN JOINTS,Major,2
CMCG,2023-04-03 00:00,TEAM 08,11 MnST57 4072F3-AU23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMCG,2023-04-03 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMCG,2023-04-03 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,508 - UNEVEN HEMS,Major,3
CMCG,2023-04-03 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-04-03 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,599.14 - WAVINESS,Major,1
CMCG,2023-04-03 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,599.19 - VISIBLE RUBBER,Major,1
CMCG,2023-04-03 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,"M+ - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO BIG",Major,1
CMCG,2023-04-03 00:00,TEAM 11,11 DEC1SK 333399D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMCG,2023-04-03 00:00,TEAM 11,11 DEC1SK 333399D3-SS23,501.4 - BROKEN STITCH,Major,1
CMCG,2023-04-03 00:00,TEAM 11,11 DEC1SK 333399D3-SS23,505 - POOR TRIMMING,Major,2
CMCG,2023-04-03 00:00,TEAM 11,11 DEC1SK 333399D3-SS23,"M+ - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO BIG",Major,1
CMCG,2023-04-03 00:00,TEAM 13,11 NEXSK1 OH-0217G3-AW23,508 - UNEVEN HEMS,Major,1
CMCG,2023-04-03 00:00,TEAM 16,11 MnST52 8984LF3-AU23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-04-03 00:00,TEAM 16,11 MnST52 8984LF3-AU23,508.3 - ROPING,Major,1
CMCG,2023-04-03 00:00,TEAM 16,11 MnST52 8984LF3-AU23,509.2 - FLIPPING UP,Major,1
CMCG,2023-04-03 00:00,TEAM 20,11 DEC1SK 312559SD3-SS23,508.3 - ROPING,Major,1
CMCG,2023-04-03 00:00,TEAM 23,11 DEC1SK 117080SD3-SS23,501.4 - BROKEN STITCH,Major,1
CMCG,2023-04-03 00:00,SERIYUNKA1,11 MnST52 7930LF3-AU23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-03 00:00,TEAM 01,11 DEC1SK 340154D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-03 00:00,TEAM 01,11 DEC1SK 340154D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-03 00:00,TEAM 02,11 DEC1SK 333399D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-03 00:00,TEAM 02,11 DEC1SK 333399D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-03 00:00,TEAM 03,11 MnST57 4072F3-AU23,599.21 - HIGH LOW,Minor,1
CMCG,2023-04-03 00:00,TEAM 03,11 MnST57 4072F3-AU23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-04-03 00:00,TEAM 04,11 DEC1SK 310544SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-03 00:00,TEAM 05,11 MnST57 8576F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-03 00:00,TEAM 06,11 NEXSK1 OH0169CG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-03 00:00,TEAM 08,11 MnST57 4072F3-AU23,599.15 - GATHERING,Minor,1
CMCG,2023-04-03 00:00,TEAM 08,11 MnST57 4072F3-AU23,599.21 - HIGH LOW,Minor,1
CMCG,2023-04-03 00:00,TEAM 08,11 MnST57 4072F3-AU23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-04-03 00:00,TEAM 10,11 NEXLK1 985115G3-AW23,302.1 - SOILED,Minor,1
CMCG,2023-04-03 00:00,TEAM 10,11 DEC1SK 121275D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,2
CMCG,2023-04-03 00:00,TEAM 10,11 DEC1SK 121275D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-03 00:00,TEAM 10,11 DEC1SK 121275D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-03 00:00,TEAM 11,11 DEC1SK 333399D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-03 00:00,TEAM 12,11 DEC1SK 117080SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-04-03 00:00,TEAM 12,11 DEC1SK 117080SD3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-03 00:00,TEAM 15,11 NEXLK1 SH31WE3-SU23,302.2 - STAINED (DIRTY MARKS),Minor,3
CMCG,2023-04-03 00:00,TEAM 15,11 NEXLK1 SH31WE3-SU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-03 00:00,TEAM 15,11 NEXLK1 SH31WE3-SU23,599.23 - LOOSE THREAD,Minor,2
CMCG,2023-04-03 00:00,TEAM 16,11 MnST52 8984LF3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-03 00:00,TEAM 16,11 MnST52 8984LF3-AU23,599.21 - HIGH LOW,Minor,1
CMCG,2023-04-03 00:00,TEAM 18,11 DEC1SK 110425D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-04-03 00:00,TEAM 18,11 DEC1SK 110425D3-SS23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-04-03 00:00,TEAM 19,11 DEC1SK 340154D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-04-03 00:00,TEAM 19,11 DEC1SK 340154D3-SS23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-04-03 00:00,TEAM 20,11 DEC1SK 312559SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-03 00:00,TEAM 23,11 DEC1SK 117080SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-03 00:00,TEAM 24,11 MnST52 8896BF3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-04-03 00:00,TEAM 24,11 MnST52 8896BF3-AU23,599.23 - LOOSE THREAD,Minor,1
CME,2023-04-03 00:00,TEAM 03,11 DEC1SK 334915SD3-SS23,501.2 - INSECURE,Major,1
CME,2023-04-03 00:00,TEAM 05,11 DEC1SK 328257SD3-SS23,501.2 - INSECURE,Major,1
CME,2023-04-03 00:00,TEAM 05,11 DEC1SK 328257SD3-SS23,503.1 - TWISTING,Major,1
CME,2023-04-03 00:00,TEAM 05,11 DEC1SK 328257SD3-SS23,507.1 - PLEATS,Major,3
CME,2023-04-03 00:00,TEAM 07,11 DEC1SK 335592D3-SS23,599.3 - RAW EDGE,Major,2
CME,2023-04-03 00:00,TEAM 08,11 DEC1SK 335558SD3-SS23,599.8 - BAR TACK DAMAGE,Major,1
