Module,Total SMV,Product Type,Avg Per Day,Actual Per Day,Defect Qty,Reject Qty,Missing Qty
AL31,16.84,T-shirt,109,0,0,0,0
AL31,16.84,T-shirt,126,0,0,0,0
AL31,16.84,T-shirt,131,0,0,0,0
AL31,16.84,T-shirt,284,0,0,0,0
AL31,16.84,T-shirt,34,0,0,0,0
AL31,16.84,T-shirt,126,0,0,0,0
AL31,16.84,T-shirt,246,0,0,0,0
AL31,16.84,T-shirt,328,0,0,0,0
AL31,16.84,T-shirt,336,0,0,0,0
AL31,16.84,T-shirt,464,0,0,0,0
AL31,16.84,T-shirt,482,0,0,0,0
AL31,16.84,T-shirt,730,0,0,0,0
AL31,16.84,T-shirt,701,0,0,0,0
AL31,16.27,T-shirt,117,0,0,0,0
AL31,16.27,T-shirt,162,0,0,0,0
AL31,16.27,T-shirt,346,0,0,0,0
AL31,16.27,T-shirt,222,0,0,0,0
AL31,16.27,T-shirt,358,0,0,0,0
AL31,16.27,T-shirt,678,0,0,0,0
AL31,16.27,T-shirt,10,0,0,0,0
AL31,16.27,T-shirt,194,0,0,0,0
AL31,16.27,T-shirt,460,0,0,0,0
AL31,16.27,T-shirt,236,0,0,0,0
AL31,16.27,T-shirt,507,0,0,0,0
AL31,16.27,T-shirt,324,0,0,0,0
AL31,16.27,T-shirt,812,0,0,0,0
AL31,19.13,Jacket Full Zip,412,0,0,0,0
AL31,19.13,Jacket Full Zip,622,0,0,0,0
AL31,19.13,Jacket Full Zip,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
AL31,16.27,T-shirt,0,0,0,0,0
,0,,0,0,0,0,0
AL31,19.13,,429,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL31,24.56,,478,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL31,16.84,,330,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL31,18.01,,235,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL31,16.27,,392,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL31,18.01,,17,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL31,17.38,,318,0,0,0,0
,0,,0,0,0,0,0
AL32,16.84,T-shirt,48,0,0,0,0
AL32,16.84,T-shirt,77,0,0,0,0
AL32,16.84,T-shirt,113,0,0,0,0
AL32,16.84,T-shirt,6,0,0,0,0
AL32,16.84,T-shirt,83,0,0,0,0
AL32,16.84,T-shirt,10,0,0,0,0
AL32,16.84,T-shirt,293,0,0,0,0
AL32,16.84,T-shirt,361,0,0,0,0
AL32,16.84,T-shirt,10,0,0,0,0
AL32,16.84,T-shirt,375,0,0,0,0
AL32,16.84,T-shirt,746,0,0,0,0
AL32,16.84,T-shirt,322,0,0,0,0
AL32,16.84,T-shirt,256,0,0,0,0
AL32,16.84,T-shirt,897,0,0,0,0
AL32,16.84,T-shirt,10,0,0,0,0
AL32,16.84,T-shirt,148,0,0,0,0
AL32,16.84,T-shirt,542,0,0,0,0
AL32,16.84,T-shirt,706,0,0,0,0
AL32,16.84,T-shirt,496,0,0,0,0
AL32,16.84,T-shirt,384,0,0,0,0
AL32,16.84,T-shirt,559,0,0,0,0
AL32,16.84,T-shirt,536,0,0,0,0
AL32,16.84,T-shirt,699,0,0,0,0
AL32,16.84,T-shirt,43,0,0,0,0
AL32,16.84,T-shirt,22,0,0,0,0
AL32,16.84,T-shirt,63,0,0,0,0
AL32,16.84,T-shirt,95,0,0,0,0
AL32,16.84,T-shirt,123,0,0,0,0
AL32,16.84,T-shirt,144,0,0,0,0
AL32,16.84,T-shirt,629,0,0,0,0
AL32,16.84,T-shirt,3,0,0,0,0
AL32,16.84,T-shirt,53,0,0,0,0
AL32,16.84,T-shirt,193,0,0,0,0
AL32,16.84,T-shirt,232,0,0,0,0
AL32,16.84,T-shirt,240,0,0,0,0
AL32,16.84,T-shirt,306,0,0,0,0
AL32,16.84,T-shirt,204,0,0,0,0
AL32,16.84,T-shirt,356,0,0,0,0
AL32,16.84,T-shirt,716,0,0,0,0
AL32,16.84,T-shirt,507,0,0,0,0
AL32,16.84,T-shirt,328,0,0,0,0
AL32,16.84,T-shirt,500,0,0,0,0
AL32,16.84,T-shirt,623,0,0,0,0
AL32,16.84,T-shirt,581,0,0,0,0
AL32,16.84,T-shirt,453,0,0,0,0
AL32,16.84,T-shirt,997,0,0,0,0
AL32,16.84,T-shirt,18,0,0,0,0
AL32,16.84,T-shirt,44,0,0,0,0
AL32,16.84,T-shirt,124,0,0,0,0
AL32,16.84,T-shirt,156,0,0,0,0
AL32,16.84,T-shirt,142,0,0,0,0
AL32,16.84,T-shirt,290,0,0,0,0
AL32,16.84,T-shirt,413,0,0,0,0
AL32,16.84,T-shirt,34,0,0,0,0
AL32,16.84,T-shirt,123,0,0,0,0
AL32,16.84,T-shirt,454,0,0,0,0
AL32,16.84,T-shirt,681,0,0,0,0
AL32,16.84,T-shirt,466,0,0,0,0
AL32,16.84,T-shirt,484,0,0,0,0
AL32,16.84,T-shirt,159,0,0,0,0
AL32,16.84,T-shirt,187,0,0,0,0
AL32,16.84,T-shirt,131,0,0,0,0
AL32,16.84,T-shirt,275,0,0,0,0
AL32,16.84,T-shirt,294,0,0,0,0
AL32,29.4,T-shirt,48,0,0,0,0
AL32,29.4,T-shirt,80,0,0,0,0
AL32,29.4,T-shirt,72,0,0,0,0
AL32,29.4,T-shirt,153,0,0,0,0
AL32,29.4,T-shirt,190,0,0,0,0
AL32,29.4,T-shirt,457,0,0,0,0
AL32,29.4,T-shirt,548,0,0,0,0
AL32,29.4,T-shirt,18,0,0,0,0
AL32,29.4,T-shirt,87,0,0,0,0
AL32,29.4,T-shirt,164,0,0,0,0
AL32,29.4,T-shirt,205,0,0,0,0
AL32,29.4,T-shirt,204,0,0,0,0
AL32,29.4,T-shirt,10,0,0,0,0
AL32,29.4,T-shirt,36,0,0,0,0
AL32,29.4,T-shirt,46,0,0,0,0
AL32,29.4,T-shirt,89,0,0,0,0
AL32,29.4,T-shirt,96,0,0,0,0
AL32,29.4,T-shirt,260,0,0,0,0
AL32,29.4,T-shirt,575,0,0,0,0
AL32,29.4,T-shirt,10,0,0,0,0
AL32,29.4,T-shirt,37,0,0,0,0
AL32,29.4,T-shirt,87,0,0,0,0
AL32,29.4,T-shirt,164,0,0,0,0
AL32,29.4,T-shirt,205,0,0,0,0
AL32,29.4,T-shirt,204,0,0,0,0
AL32,29.4,T-shirt,548,0,0,0,0
AL32,29.4,T-shirt,48,0,0,0,0
AL32,29.4,T-shirt,80,0,0,0,0
AL32,29.4,T-shirt,144,0,0,0,0
AL32,29.4,T-shirt,153,0,0,0,0
AL32,29.4,T-shirt,190,0,0,0,0
AL32,29.4,T-shirt,571,0,0,0,0
AL32,29.4,T-shirt,6,0,0,0,0
AL32,29.4,T-shirt,23,0,0,0,0
AL32,29.4,T-shirt,112,0,0,0,0
AL32,29.4,T-shirt,76,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
AL32,29.4,T-shirt,0,0,0,0,0
,0,,0,0,0,0,0
AL32,16.84,,306,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL32,29.4,,167,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL32,23.66,,256,0,0,0,0
,0,,0,0,0,0,0
AL34,24.56,T-shirt Baselayer,18,0,0,0,0
AL34,20.04,T-shirt,34,0,0,0,0
AL34,20.92,T-shirt,518,0,0,0,0
AL34,20.92,T-shirt,453,0,0,0,0
AL34,20.65,Jacket,102,0,0,0,0
AL34,20.92,T-shirt,666,0,0,0,0
AL34,20.92,T-shirt,263,0,0,0,0
AL34,20.92,T-shirt,564,0,0,0,0
AL34,20.92,T-shirt,609,0,0,0,0
AL34,20.92,T-shirt,211,0,0,0,0
AL34,20.92,T-shirt,746,0,0,0,0
AL34,20.92,T-shirt,6,0,0,0,0
AL34,20.92,T-shirt,29,0,0,0,0
AL34,20.92,T-shirt,262,0,0,0,0
AL34,20.92,T-shirt,635,0,0,0,0
AL34,20.92,T-shirt,467,0,0,0,0
AL34,20.92,T-shirt,6,0,0,0,0
AL34,20.92,T-shirt,337,0,0,0,0
AL34,20.92,T-shirt,233,0,0,0,0
AL34,20.92,T-shirt,567,0,0,0,0
AL34,20.92,T-shirt,338,0,0,0,0
AL34,20.92,T-shirt,169,0,0,0,0
AL34,20.92,T-shirt,739,0,0,0,0
AL34,20.92,T-shirt,6,0,0,0,0
AL34,20.92,T-shirt,296,0,0,0,0
AL34,20.92,T-shirt,6,0,0,0,0
AL34,20.92,T-shirt,259,0,0,0,0
AL34,20.92,T-shirt,142,0,0,0,0
AL34,20.92,T-shirt,617,0,0,0,0
AL34,20.92,T-shirt,446,0,0,0,0
AL34,20.92,T-shirt,192,0,0,0,0
AL34,20.92,T-shirt,992,0,0,0,0
AL34,20.92,T-shirt,194,0,0,0,0
AL34,20.92,T-shirt,558,0,0,0,0
AL34,20.04,T-shirt,128,0,0,0,0
AL34,13.77,Tank Top Baselayer,9,0,0,0,0
AL34,13.77,Tank Top Baselayer,27,0,0,0,0
AL34,13.77,Tank Top Baselayer,38,0,0,0,0
AL34,13.77,Tank Top Baselayer,139,0,0,0,0
AL34,13.77,Tank Top Baselayer,158,0,0,0,0
AL34,13.77,Tank Top Baselayer,91,0,0,0,0
AL34,13.77,Tank Top Baselayer,169,0,0,0,0
AL34,13.77,Tank Top Baselayer,305,0,0,0,0
AL34,13.77,Tank Top Baselayer,252,0,0,0,0
AL34,13.77,Tank Top Baselayer,6,0,0,0,0
AL34,13.77,Tank Top Baselayer,16,0,0,0,0
AL34,13.77,Tank Top Baselayer,53,0,0,0,0
AL34,13.77,Tank Top Baselayer,53,0,0,0,0
AL34,13.77,Tank Top Baselayer,75,0,0,0,0
AL34,13.77,Tank Top Baselayer,146,0,0,0,0
AL34,13.77,Tank Top Baselayer,291,0,0,0,0
AL34,13.77,T-shirt,6,0,0,0,0
AL34,13.77,T-shirt,131,0,0,0,0
AL34,20.92,T-shirt Polo,54,0,0,0,0
AL34,20.92,T-shirt Polo,238,0,0,0,0
AL34,20.92,T-shirt Polo,128,0,0,0,0
AL34,20.92,T-shirt Polo,80,0,0,0,0
AL34,20.92,T-shirt Polo,26,0,0,0,0
AL34,20.92,T-shirt Polo,224,0,0,0,0
AL34,20.92,T-shirt Polo,186,0,0,0,0
AL34,20.92,T-shirt Polo,359,0,0,0,0
AL34,20.92,T-shirt Polo,346,0,0,0,0
AL34,20.92,T-shirt Polo,11,0,0,0,0
AL34,20.92,T-shirt Polo,352,0,0,0,0
AL34,20.92,T-shirt Polo,462,0,0,0,0
AL34,20.92,T-shirt Polo,1,0,0,0,0
AL34,20.92,T-shirt Polo,388,0,0,0,0
AL34,20.92,T-shirt Polo,63,0,0,0,0
AL34,20.92,T-shirt Polo,48,0,0,0,0
AL34,20.92,T-shirt Polo,92,0,0,0,0
AL34,20.92,T-shirt Polo,142,0,0,0,0
AL34,20.92,T-shirt Polo,24,0,0,0,0
AL34,20.92,T-shirt Polo,347,0,0,0,0
AL34,20.92,T-shirt Polo,126,0,0,0,0
AL34,20.92,T-shirt Polo,33,0,0,0,0
AL34,20.92,T-shirt Polo,210,0,0,0,0
AL34,20.92,T-shirt Polo,311,0,0,0,0
AL34,20.92,T-shirt Polo,184,0,0,0,0
AL34,20.92,T-shirt Polo,200,0,0,0,0
AL34,20.92,T-shirt Polo,210,0,0,0,0
AL34,20.92,T-shirt Polo,231,0,0,0,0
AL34,20.92,T-shirt Polo,134,0,0,0,0
AL34,20.92,T-shirt Polo,26,0,0,0,0
AL34,20.92,T-shirt Polo,368,0,0,0,0
AL34,20.92,T-shirt Polo,200,0,0,0,0
AL34,20.92,T-shirt Polo,156,0,0,0,0
AL34,20.92,T-shirt Polo,368,0,0,0,0
AL34,20.92,T-shirt Polo,420,0,0,0,0
AL34,20.92,T-shirt Polo,210,0,0,0,0
AL34,20.92,T-shirt Polo,200,0,0,0,0
AL34,20.92,T-shirt Polo,210,0,0,0,0
AL34,20.92,T-shirt Polo,231,0,0,0,0
AL34,20.92,T-shirt Polo,270,0,0,0,0
AL34,20.92,T-shirt Polo,368,0,0,0,0
AL34,24.83,T-shirt Baselayer,453,0,0,0,0
AL34,24.83,T-shirt Baselayer,258,0,0,0,0
AL34,24.83,T-shirt Baselayer,566,0,0,0,0
AL34,24.83,T-shirt Baselayer,258,0,0,0,0
AL34,24.83,T-shirt Baselayer,628,0,0,0,0
AL34,24.56,T-shirt Baselayer,516,0,0,0,0
AL34,24.56,T-shirt Baselayer,396,0,0,0,0
AL34,24.56,T-shirt Baselayer,515,0,0,0,0
AL34,24.56,T-shirt Baselayer,298,0,0,0,0
AL34,24.56,Jacket Full Zip,515,0,0,0,0
AL34,24.56,Jacket Full Zip,515,0,0,0,0
AL34,24.56,Jacket Full Zip,360,0,0,0,0
AL34,24.56,Jacket Full Zip,258,0,0,0,0
AL34,24.56,Jacket Full Zip,515,0,0,0,0
AL34,24.56,Jacket Full Zip,813,0,0,0,0
AL34,24.83,T-shirt Baselayer,0,0,0,0,0
AL34,24.83,Jacket Full Zip,0,0,0,0,0
AL34,24.83,Jacket Full Zip,0,0,0,0,0
AL34,24.83,Jacket Full Zip,0,0,0,0,0
AL34,24.83,Jacket Full Zip,0,0,0,0,0
AL34,24.83,T-shirt Baselayer,0,0,0,0,0
AL34,24.83,T-shirt Baselayer,0,0,0,0,0
AL34,24.83,T-shirt Baselayer,0,0,0,0,0
AL34,24.56,T-shirt Baselayer,0,0,0,0,0
AL34,24.56,T-shirt Baselayer,0,0,0,0,0
AL34,24.56,T-shirt Baselayer,0,0,0,0,0
AL34,24.56,T-shirt Baselayer,0,0,0,0,0
AL34,19.13,T-shirt Baselayer,0,0,0,0,0
AL34,19.13,T-shirt Baselayer,0,0,0,0,0
AL34,19.13,T-shirt Baselayer,0,0,0,0,0
AL34,19.13,T-shirt Baselayer,0,0,0,0,0
,0,,0,0,0,0,0
AL34,19.13,,0,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL34,24.83,,433,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL34,24.56,,429,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL34,20.92,,275,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL34,20.04,,81,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL34,13.77,,68,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL34,13.77,,114,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL34,20.65,,102,0,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL34,20.66,,265,0,0,0,0
,0,,0,0,0,0,0
AL01,33.1,Hoody Baselayer,90,85,4,0,1
,0,,0,0,0,0,0
AL01,33.1,,90,88,2,0,0
,0,,0,0,0,0,0
AL02,33.61,Hoody Baselayer,32,31,1,0,0
AL02,33.61,Hoody Baselayer,24,20,4,0,0
AL02,33.61,Hoody Baselayer,11,11,0,0,0
AL02,33.61,Hoody Baselayer,44,41,2,0,1
AL02,33.61,Hoody Baselayer,218,220,2,0,0
AL02,33.1,Hoody Baselayer,514,500,9,2,1
AL02,33.1,Hoody Baselayer,592,588,4,0,0
AL02,33.1,Hoody Baselayer,515,513,1,0,0
AL02,33.1,Hoody Baselayer,774,760,11,3,0
AL02,33.1,Hoody Baselayer,629,624,5,0,0
AL02,33.1,Hoody Baselayer,386,380,6,0,0
AL02,33.1,Hoody Baselayer,721,711,10,0,0
AL02,33.1,Hoody Baselayer,850,835,14,1,0
AL02,33.1,Hoody Baselayer,549,545,4,0,0
AL02,33.1,Hoody Baselayer,747,732,13,2,0
AL02,33.1,Hoody Baselayer,541,538,2,1,0
AL02,33.61,Hoody Baselayer,515,500,15,0,0
AL02,33.61,Hoody Baselayer,490,480,10,0,0
AL02,33.61,Hoody Baselayer,876,875,1,0,0
AL02,33.61,Hoody Baselayer,773,753,18,2,0
AL02,24.83,T-shirt Baselayer,446,440,6,0,0
AL02,24.83,T-shirt Baselayer,450,395,32,8,15
AL02,24.83,T-shirt Baselayer,1005,983,10,12,0
AL02,24.83,T-shirt Baselayer,618,615,3,0,0
AL02,24.83,T-shirt Baselayer,850,815,19,11,5
AL02,24.56,T-shirt Baselayer,554,550,4,0,0
AL02,24.56,T-shirt Baselayer,798,768,22,7,1
AL02,24.56,T-shirt Baselayer,773,753,12,8,0
AL02,24.56,T-shirt Baselayer,438,400,20,18,0
AL02,24.56,T-shirt Baselayer,515,495,20,0,0
AL02,24.56,T-shirt Baselayer,695,678,16,1,0
AL02,24.56,T-shirt Baselayer,284,275,9,0,0
AL02,24.83,T-shirt Baselayer,1030,998,26,6,0
AL02,24.83,T-shirt Baselayer,541,521,20,0,0
AL02,24.83,T-shirt Baselayer,721,719,2,0,0
AL02,24.83,T-shirt Baselayer,1236,1220,16,0,0
AL02,33.61,Hoody Baselayer,172,152,20,0,0
AL02,33.61,Hoody Baselayer,258,229,21,8,0
AL02,33.61,Hoody Baselayer,464,453,10,1,0
AL02,33.61,Hoody Baselayer,631,620,11,0,0
AL02,33.61,Hoody Baselayer,876,852,19,3,2
AL02,33.61,Hoody Baselayer,773,748,20,4,1
AL02,33.1,Hoody Baselayer,652,630,20,2,0
AL02,33.1,Hoody Baselayer,618,598,20,0,0
AL02,33.1,Hoody Baselayer,412,400,10,0,2
AL02,33.1,Hoody Baselayer,824,800,20,0,4
AL02,33.1,Hoody Baselayer,530,510,19,0,1
AL02,33.1,Hoody Baselayer,504,490,14,0,0
AL02,33.1,Hoody Baselayer,515,499,16,0,0
AL02,33.1,Hoody Baselayer,659,620,21,9,9
AL02,33.1,Hoody Baselayer,484,456,28,0,0
AL02,33.61,Hoody Baselayer,515,502,13,0,0
AL02,33.61,Hoody Baselayer,611,607,4,0,0
AL02,33.61,Hoody Baselayer,803,785,18,0,0
AL02,33.61,Hoody Baselayer,504,499,5,0,0
AL02,33.61,Hoody Baselayer,504,499,5,0,0
AL02,33.61,Jacket Full Zip,961,925,30,4,2
AL02,33.61,Jacket Full Zip,850,842,8,0,0
AL02,33.61,Jacket Full Zip,772,760,12,0,0
AL02,33.1,Jacket Full Zip,108,90,18,0,0
AL02,33.1,Jacket Full Zip,0,0,#VALUE!,0,0
AL02,33.1,Jacket Full Zip,0,0,#VALUE!,0,0
AL02,33.1,Jacket Full Zip,0,0,#VALUE!,0,0
AL02,33.1,Jacket Full Zip,0,0,#VALUE!,0,0
AL02,33.1,Jacket Full Zip,0,0,#VALUE!,0,0
AL02,33.61,Hoody Baselayer,0,0,#VALUE!,0,0
AL02,33.61,Hoody Baselayer,0,0,#VALUE!,0,0
AL02,33.61,Hoody Baselayer,0,0,#VALUE!,0,0
AL02,33.61,Hoody Baselayer,0,0,#VALUE!,0,0
AL02,33.61,Hoody Baselayer,0,0,#VALUE!,0,0
AL02,33.61,Hoody Baselayer,0,0,#VALUE!,0,0
AL02,33.1,Hoody Baselayer,0,0,#VALUE!,0,0
AL02,33.1,Hoody Baselayer,0,0,#VALUE!,0,0
AL02,33.1,Hoody Baselayer,0,0,#VALUE!,0,0
AL02,33.1,Hoody Baselayer,0,0,#VALUE!,0,0
AL02,33.1,Hoody Baselayer,0,0,#VALUE!,0,0
AL02,33.1,Hoody Baselayer,0,0,#VALUE!,0,0
,0,,0,0,0,0,0
AL02,24.83,,766,750,16,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL02,24.56,,579,563,16,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL02,33.61,,508,496,12,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL02,33.1,,578,562,16,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL02,31.55,,579,560,17,2,0
,0,,0,0,0,0,0
AL05,18.83,T-shirt,111,100,11,0,0
AL05,16.55,T-shirt,79,65,14,0,0
AL05,7.98,T-shirt Baselayer,33,20,13,0,0
AL05,8.7,T-shirt Baselayer,1,1,0,0,0
AL05,7.98,T-shirt Baselayer,40,35,5,0,0
AL05,7.98,T-shirt Baselayer,4,4,0,0,0
AL05,7.98,T-shirt Baselayer,14,14,0,0,0
AL05,7.98,T-shirt Baselayer,659,657,2,0,0
AL05,7.98,T-shirt Baselayer,1030,1006,22,2,2
AL05,7.98,T-shirt Baselayer,1133,1100,30,3,0
AL05,13.8,T-shirt,301,298,3,0,0
AL05,17.27,T-shirt,264,260,4,0,0
AL05,17.27,T-shirt,11,11,0,0,0
AL05,17.27,T-shirt,263,260,3,0,0
AL05,17.27,T-shirt,11,11,0,0,0
AL05,17.27,T-shirt,158,150,8,0,0
AL05,17.27,T-shirt,298,290,8,0,0
AL05,17.27,T-shirt,6,6,0,0,0
AL05,17.27,T-shirt,11,11,0,0,0
AL05,17.27,T-shirt,30,30,0,0,0
AL05,17.27,T-shirt,114,110,4,0,0
AL05,17.27,T-shirt,165,162,3,0,0
AL05,17.27,T-shirt,292,291,1,0,0
AL05,17.27,T-shirt,196,190,6,0,0
AL05,17.27,T-shirt,5,5,0,0,0
AL05,17.27,T-shirt,434,425,9,0,0
AL05,17.27,T-shirt,458,425,33,5,0
AL05,17.27,T-shirt Polo,80,56,20,1,3
AL05,17.27,T-shirt,44,44,0,0,0
AL05,17.27,T-shirt,6,6,0,0,0
AL05,17.27,T-shirt,73,70,3,0,0
AL05,17.27,T-shirt,214,212,2,0,0
AL05,17.27,T-shirt,533,530,3,0,0
AL05,17.27,T-shirt,6,6,0,0,0
AL05,17.27,T-shirt,42,40,2,0,0
AL05,17.27,T-shirt,533,521,12,0,0
AL05,17.27,T-shirt,916,900,16,0,0
AL05,17.27,T-shirt,200,199,1,0,0
AL05,17.27,T-shirt,926,915,11,0,0
AL05,17.27,T-shirt,401,385,15,1,0
AL05,17.27,T-shirt,694,670,20,3,1
AL05,12.66,T-shirt,709,700,9,0,0
AL05,12.66,T-shirt,6,5,0,0,1
AL05,12.66,T-shirt,217,215,2,0,0
AL05,12.66,T-shirt,1238,1208,26,4,0
AL05,12.66,T-shirt,6,6,0,0,0
AL05,12.66,T-shirt,420,396,24,0,0
AL05,12.66,T-shirt,945,940,5,0,0
AL05,12.66,T-shirt,1271,1268,3,0,0
AL05,17.27,T-shirt Crew neck,150,144,6,0,0
AL05,17.27,T-shirt Crew neck,362,350,12,0,0
AL05,17.27,T-shirt Crew neck,63,63,0,0,0
AL05,17.27,T-shirt Crew neck,79,78,1,0,0
AL05,17.27,T-shirt Crew neck,300,255,30,15,0
AL05,17.27,T-shirt Crew neck,184,180,4,0,0
AL05,17.27,T-shirt Crew neck,420,411,9,0,0
AL05,17.27,T-shirt Crew neck,287,265,22,0,0
AL05,17.27,T-shirt Crew neck,7,5,2,0,0
AL05,17.27,T-shirt Crew neck,49,49,0,0,0
AL05,17.27,T-shirt Crew neck,200,189,11,0,0
AL05,17.27,T-shirt Crew neck,4,4,0,0,0
AL05,17.27,T-shirt Crew neck,761,752,9,0,0
AL05,17.27,T-shirt Crew neck,700,666,34,0,0
AL05,17.27,T-shirt Crew neck,53,52,1,0,0
AL05,17.27,T-shirt Crew neck,210,200,10,0,0
AL05,17.27,T-shirt Crew neck,32,32,0,0,0
AL05,17.27,T-shirt Crew neck,56,55,1,0,0
AL05,17.27,T-shirt Crew neck,420,415,5,0,0
AL05,17.27,T-shirt Crew neck,210,200,10,0,0
AL05,18.83,T-shirt,206,200,6,0,0
AL05,18.83,T-shirt,148,112,31,5,0
AL05,12.66,T-shirt,506,495,11,0,0
AL05,12.66,T-shirt,434,428,6,0,0
AL05,12.66,T-shirt,302,300,2,0,0
AL05,12.66,T-shirt,372,366,6,0,0
AL05,7.98,T-shirt Baselayer,944,935,9,0,0
AL05,7.98,T-shirt Baselayer,1288,1275,13,0,0
AL05,7.98,T-shirt Baselayer,1709,1695,14,0,0
,0,,0,0,0,0,0
AL05,8.7,,1,1,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL05,7.98,,586,575,11,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL05,7.98,,944,935,9,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL05,7.98,,14,12,2,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL05,7.98,,4,4,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL05,16.55,,79,78,1,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL05,18.83,,155,155,0,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL05,17.27,,239,236,3,0,0
,0,,0,0,0,0,0
,0,,0,0,0,0,0
AL05,12.75,,517,500,15,2,0
,0,,0,0,0,0,0
AL06,15.18,T-shirt Baselayer,164,162,2,0,0
