Module,Customer,Style,Total SMV,Sewing SMV,SO#,LI,Sewing Stage,Colour,E,P,D/W,LC,Product Type,Buy Month,Season,Customer PO,Chassis ID,CWN,PO Type,Del. Date,Rev Del Date,Ord Qty,Planned Qty,Total Planned,Strip Planned,PSD,Prod Start Time,PED,Avg Per Day,Actual Per Day,Defect Qty,Rejected Qty,Missing Qty,Defect Name,Defect Category,FIH,,9/4/2023,9/5/2023,9/6/2023,9/7/2023,9/8/2023,9/9/2023,9/10/2023,9/11/2023,9/12/2023,9/13/2023,9/14/2023,9/15/2023,9/16/2023,9/17/2023,9/18/2023,9/19/2023,9/20/2023,9/21/2023,9/22/2023,9/23/2023,9/24/2023,9/25/2023,9/26/2023,9/27/2023,9/28/2023,9/29/2023,9/30/2023,10/1/2023,10/2/2023,10/3/2023,10/4/2023,10/5/2023,10/6/2023,10/7/2023,10/8/2023,10/9/2023,10/10/2023,10/11/2023,10/12/2023,10/13/2023,10/14/2023,10/15/2023,10/16/2023,10/17/2023,10/18/2023,10/19/2023,10/20/2023,10/21/2023,10/22/2023,10/23/2023,10/24/2023,10/25/2023,10/26/2023,10/27/2023,10/28/2023,10/29/2023,10/30/2023,10/31/2023,11/1/2023,11/2/2023,11/3/2023,11/4/2023,11/5/2023,11/6/2023,11/7/2023,11/8/2023,11/9/2023,11/10/2023,11/11/2023,11/12/2023,11/13/2023,11/14/2023,11/15/2023,11/16/2023,11/17/2023,11/18/2023,11/19/2023,11/20/2023,11/21/2023,11/22/2023,11/23/2023,11/24/2023,11/25/2023,11/26/2023,11/27/2023,11/28/2023,11/29/2023,11/30/2023,12/1/2023,12/2/2023,12/3/2023,12/4/2023,12/5/2023,12/6/2023,12/7/2023,12/8/2023,12/9/2023,12/10/2023,12/11/2023,12/12/2023,12/13/2023,12/14/2023,12/15/2023,12/16/2023,12/17/2023,12/18/2023,12/19/2023,12/20/2023,12/21/2023,12/22/2023,12/23/2023,12/24/2023,12/25/2023,12/26/2023,12/27/2023,12/28/2023,12/29/2023,12/30/2023,12/31/2023,SOLI,Ladder
AL02,Patagonia,40255,33.61,33.61,1001001983,40,Stitch,VSLB,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456799,JK3NBODTOSFF3PFQSZBH0V0L,VSLB,X014,11/30/2023,-,500,515,515,515,10/10/2023,12:14 PM,10/10/2023,515,500,15,0,0,Dye Stains/Pen Mark/Glue Mark/Chalk Mark,Cleanliness,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001983::40,2022 Re-Repeat
AL02,Patagonia,40255,33.61,33.61,1001001983,30,Stitch,ORTN,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456799,JK3NBODTOSFF3PFQSZBH0V0L,ORTN,X014,11/30/2023,-,950,979,979,979,10/10/2023,6:44 PM,10/11/2023,490,480,10,0,0,Color off Standard,Color,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,258,721,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001983::30,2022 Re-Repeat
AL02,Patagonia,40255,33.61,33.61,1001001983,20,Stitch,LMBE,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456799,JK3NBODTOSFF3PFQSZBH0V0L,LMBE,X014,11/30/2023,-,1700,1751,1751,1751,10/11/2023,3:24 PM,10/12/2023,876,875,1,0,0,Polybag Suffocation Warning,Accuracy,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,523,1228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001983::20,2022 Re-Repeat
AL02,Patagonia,40255,33.61,33.61,1001001983,10,Stitch,BLK,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456799,JK3NBODTOSFF3PFQSZBH0V0L,BLK,X014,11/30/2023,-,2250,2318,2318,2318,10/12/2023,10:19 PM,10/16/2023,773,753,18,2,0,Printing Defects,Embellishment,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,1244,-,-,1059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001983::10,2022 Re-Repeat
AL02,Patagonia,40245,24.83,24.83,1001002078,50,Stitch,NUVG,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456932,JKON0ODTOSHFCPFQHZHH0V0L,NUVG,X014,11/30/2023,-,1300,1339,1339,1339,10/16/2023,8:06 PM,10/18/2023,446,440,6,0,0,Peeling off,Embellishment,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,888,366,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002078::50,2022 Re-Repeat
AL02,Patagonia,40245,24.83,24.83,1001002078,40,Stitch,MANR,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456932,JKON0ODTOSHFCPFQHZHH0V0L,MANR,X014,11/30/2023,-,875,901,901,901,10/18/2023,11:16 AM,10/19/2023,450,395,32,8,15,Polybag Suffocation Warning,Accuracy,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,807,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002078::40,2022 Re-Repeat
AL02,Patagonia,40245,24.83,24.83,1001002078,30,Stitch,LMBE,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456932,JKON0ODTOSHFCPFQHZHH0V0L,LMBE,X014,11/30/2023,-,976,1005,1005,1005,10/19/2023,7:04 AM,10/19/2023,1005,983,10,12,0,Weight,Fabric,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002078::30,2022 Re-Repeat
AL02,Patagonia,40245,24.83,24.83,1001002078,20,Stitch,BUGR,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456932,JKON0ODTOSHFCPFQHZHH0V0L,BUGR,X014,11/30/2023,-,1200,1236,1236,1236,10/19/2023,8:13 PM,10/20/2023,618,615,3,0,0,Hand Feel,Fabric,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,1056,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002078::20,2022 Re-Repeat
AL02,Patagonia,40245,24.83,24.83,1001002078,10,Stitch,BLK,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456932,JKON0ODTOSHFCPFQHZHH0V0L,BLK,X014,11/30/2023,-,2475,2549,2549,2549,10/20/2023,6:19 PM,10/24/2023,850,815,19,11,5,Heat Seal,Embellishment,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,327,-,-,1489,733,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002078::10,2022 Re-Repeat
AL02,Patagonia,40250,24.56,24.56,1001002079,10,Stitch,BLK,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456937,JKON0ODTOSHFWPFQHZHH0V0L,BLK,X014,11/30/2023,-,1075,1107,1107,1107,10/24/2023,1:29 PM,10/25/2023,554,550,4,0,0,Polybag Suffocation Warning,Accuracy,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,855,252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002079::10,2022 Re-Repeat
AL02,Patagonia,40250,24.56,24.56,1001002079,20,Stitch,GTRN,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456937,JKON0ODTOSHFWPFQHZHH0V0L,GTRN,X014,11/30/2023,-,775,798,798,798,10/25/2023,8:32 AM,10/25/2023,798,768,22,7,1,Streak Marks/Crinkle Marks,Finishing,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,798,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002079::20,2022 Re-Repeat
AL02,Patagonia,40250,24.56,24.56,1001014229,10,Stitch,BLK,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457893,JKON0ODTOSHFWPFQHZHH0V0L,BLK,X014,12/15/2023,-,750,773,773,773,11/6/2023,9:08 AM,11/6/2023,773,753,12,8,0,Snagging,Fabric,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,773,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014229::10,2022 Re-Repeat
AL02,Patagonia,40250,24.56,24.56,1001014229,20,Stitch,LMBE,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457893,JKON0ODTOSHFWPFQHZHH0V0L,LMBE,X014,12/15/2023,-,850,876,876,876,11/6/2023,5:16 PM,11/7/2023,438,400,20,18,0,Peeling off,Embellishment,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,518,358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014229::20,2022 Re-Repeat
AL02,Patagonia,40250,24.56,24.56,1001014229,30,Stitch,MLKE,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457893,JKON0ODTOSHFWPFQHZHH0V0L,MLKE,X014,12/15/2023,-,500,515,515,515,11/7/2023,9:38 AM,11/7/2023,515,495,20,0,0,Insecurely Fusing Backing,Health & Safety,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014229::30,2022 Re-Repeat
AL02,Patagonia,40250,24.56,24.56,1001014229,40,Stitch,PFGD,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457893,JKON0ODTOSHFWPFQHZHH0V0L,PFGD,X014,12/15/2023,-,675,695,695,695,11/7/2023,2:50 PM,11/7/2023,695,678,16,1,0,,,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014229::40,2022 Re-Repeat
AL02,Patagonia,40250,24.56,24.56,1001014229,50,Stitch,WLWT,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457893,JKON0ODTOSHFWPFQHZHH0V0L,WLWT,X014,12/15/2023,-,550,567,567,567,11/7/2023,9:36 PM,11/8/2023,284,275,9,0,0,,,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014229::50,2022 Re-Repeat
AL02,Patagonia,40245,24.83,24.83,1001014239,10,Stitch,BLK,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457976,JKON0ODTOSHFCPFQHZHH0V0L,BLK,X014,12/15/2023,-,2000,2060,2060,2060,11/8/2023,11:01 AM,11/9/2023,1030,998,26,6,0,,,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1194,866,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014239::10,2022 Re-Repeat
AL02,Patagonia,40245,24.83,24.83,1001014239,20,Stitch,BUGR,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457976,JKON0ODTOSHFCPFQHZHH0V0L,BUGR,X014,12/15/2023,-,1050,1082,1082,1082,11/9/2023,2:49 PM,11/10/2023,541,521,20,0,0,,,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,794,288,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014239::20,2022 Re-Repeat
AL02,Patagonia,40245,24.83,24.83,1001014239,30,Stitch,LMBE,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457976,JKON0ODTOSHFCPFQHZHH0V0L,LMBE,X014,12/15/2023,-,1400,1442,1442,1442,11/10/2023,9:03 AM,11/11/2023,721,719,2,0,0,Condition of Carton/Inner,Accuracy,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1390,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014239::30,2022 Re-Repeat
AL02,Patagonia,40245,24.83,24.83,1001014239,40,Stitch,NUVG,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457976,JKON0ODTOSHFCPFQHZHH0V0L,NUVG,X014,12/15/2023,-,1200,1236,1236,1236,11/11/2023,6:56 AM,11/11/2023,1236,1220,16,0,,,,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014239::40,2022 Re-Repeat
AL02,Patagonia,40255,33.61,33.61,1001014224,10,Stitch,VSLB,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457808,JK3NBODTOSFF3PFQSZBH0V0L,VSLB,X014,12/15/2023,-,500,515,515,515,11/11/2023,7:31 PM,11/14/2023,172,152,20,0,0,Color off Standard,Color,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,386,117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014224::10,2022 Re-Repeat
AL02,Patagonia,40255,33.61,33.61,1001014224,20,Stitch,ORTN,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457808,JK3NBODTOSFF3PFQSZBH0V0L,ORTN,X014,12/15/2023,-,500,515,515,515,11/14/2023,9:07 AM,11/15/2023,258,229,21,8,0,Incorrect color placement/sequence,Color,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,262,253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014224::20,2022 Re-Repeat
AL02,Patagonia,40255,33.61,33.61,1001014224,30,Stitch,NUVG,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457808,JK3NBODTOSFF3PFQSZBH0V0L,NUVG,X014,12/15/2023,-,900,927,927,927,11/15/2023,12:49 PM,11/16/2023,464,453,10,1,0,Printing Defects,Embellishment,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,351,576,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014224::30,2022 Re-Repeat
AL02,Patagonia,40255,33.61,33.61,1001014224,40,Stitch,LMBE,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457808,JK3NBODTOSFF3PFQSZBH0V0L,LMBE,X014,12/15/2023,-,2450,2524,2524,2524,11/16/2023,5:06 PM,11/21/2023,631,620,11,0,0,Carton Marking,Accuracy,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,272,962,-,-,1044,246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014224::40,2022 Re-Repeat
AL02,Patagonia,40255,33.61,33.61,1001014224,50,Stitch,BUGR,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457808,JK3NBODTOSFF3PFQSZBH0V0L,BUGR,X014,12/15/2023,-,1700,1751,1751,1751,11/21/2023,9:25 AM,11/22/2023,876,852,19,3,2,,,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,880,871,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014224::50,2022 Re-Repeat
AL02,Patagonia,40255,33.61,33.61,1001014224,60,Stitch,BLK,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457808,JK3NBODTOSFF3PFQSZBH0V0L,BLK,X014,12/15/2023,-,3000,3090,3090,3090,11/22/2023,5:43 PM,11/25/2023,773,748,20,4,1,,,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,285,1040,1040,725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014224::60,2022 Re-Repeat
AL02,Patagonia,40260,33.1,33.1,1001014240,10,Stitch,BLK,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457995,JK3NBODTOSFFZPFQSZBH0V0L,BLK,X014,12/15/2023,-,1900,1957,1957,1957,11/25/2023,5:22 PM,11/28/2023,652,630,20,2,0,,,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,319,-,726,912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014240::10,2022 Re-Repeat
AL02,Patagonia,40260,33.1,33.1,1001014240,20,Stitch,LMBE,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457995,JK3NBODTOSFFZPFQSZBH0V0L,LMBE,X014,12/15/2023,-,1201,1237,1237,1237,11/28/2023,7:48 PM,11/29/2023,618,598,20,0,0,,,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186,1051,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014240::20,2022 Re-Repeat
AL02,Patagonia,40260,33.1,33.1,1001014240,30,Stitch,MLKE,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457995,JK3NBODTOSFFZPFQSZBH0V0L,MLKE,X014,12/15/2023,-,1200,1236,1236,1236,11/29/2023,9:38 PM,12/1/2023,412,400,10,0,2,,,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,1098,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014240::30,2022 Re-Repeat
AL02,Patagonia,40260,33.1,33.1,1001014240,40,Stitch,WLWT,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457995,JK3NBODTOSFFZPFQSZBH0V0L,WLWT,X014,12/15/2023,-,2401,2473,2473,2473,12/1/2023,7:11 AM,12/4/2023,824,800,20,0,4,Oil Mark,Cleanliness,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1029,1126,-,318,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014240::40,2022 Re-Repeat
